run,type,problemsize,subproblemsize,threads,apptime,comptime,tasks
1781,empty,2048,192,6,1.238630,1.067173,385
1782,empty,2048,128,8,1.120359,0.948996,1496
1783,extrae,2048,256,1,6.831610,6.661678,204
1784,empty,2048,64,16,0.682259,0.511742,11440
1785,oot,2048,192,6,1.231870,1.060987,385
1786,tikki,2048,128,5,1.601864,1.430337,1496
1787,tikki,2048,64,11,0.961561,0.790329,11440
1788,scorep,2048,192,6,1.243026,1.071568,385
1789,scorep,2048,64,19,0.614585,0.441567,11440
179,printf,2048,64,20,0.590119,0.418909,11440
1790,printf,2048,128,14,0.781045,0.610140,1496
1791,printf,2048,192,7,1.119193,0.948100,385
1792,scorep,2048,64,7,1.286203,1.115072,11440
1793,tikki,2048,64,18,0.667681,0.497505,11440
1794,extrae,2048,128,14,0.825394,0.655024,1496
1795,empty,2048,64,7,1.250075,1.079421,11440
1796,oot,2048,128,16,0.706750,0.535949,1496
1797,void,2048,128,19,0.635377,0.464417,1496
1798,tikki,2048,64,9,1.083481,0.912129,11440
1799,tikki,2048,128,2,3.435238,3.263766,1496
18,empty,2048,192,5,1.373866,1.201607,385
180,scorep,2048,192,17,0.730758,0.559844,385
1800,oot,2048,64,4,1.900707,1.729737,11440
1801,scorep,2048,64,17,0.661547,0.490832,11440
1802,oot,2048,64,17,0.655608,0.483895,11440
1803,extrae,2048,192,16,0.784393,0.613882,385
1804,printf,2048,192,15,0.759889,0.589177,385
1805,scorep,2048,192,3,1.990523,1.820377,385
1806,void,2048,256,4,2.013567,1.842750,204
1807,scorep,2048,192,13,0.820675,0.648690,385
1808,oot,2048,64,2,3.565169,3.394731,11440
1809,tikki,2048,192,13,0.862056,0.690258,385
181,tikki,2048,64,2,3.610106,3.439443,11440
1810,tikki,2048,256,15,1.115951,0.945824,204
1811,printf,2048,128,12,0.859587,0.689034,1496
1812,extrae,2048,128,4,1.821418,1.650973,1496
1813,extrae,2048,128,20,0.713571,0.539212,1496
1814,scorep,2048,128,8,1.120610,0.948942,1496
1815,extrae,2048,192,2,2.872443,2.701913,385
1816,scorep,2048,256,10,1.260311,1.089867,204
1817,empty,2048,64,18,0.628060,0.457087,11440
1818,void,2048,192,8,1.067283,0.895838,385
1819,tikki,2048,64,15,0.773779,0.602823,11440
182,oot,2048,256,7,1.480562,1.309600,204
1820,tikki,2048,128,16,0.759753,0.589102,1496
1821,empty,2048,128,20,0.621799,0.451665,1496
1822,scorep,2048,128,6,1.379028,1.208425,1496
1823,void,2048,256,14,1.094433,0.923962,204
