run,type,problemsize,subproblemsize,threads,apptime,comptime,tasks
3484,scorep,10000,250,12,0.928394,0.456976,16000
3485,oot,10000,250,6,1.294704,0.815176,16000
3486,extrae,10000,1000,5,1.437580,0.966772,1000
3487,oot,10000,2000,15,1.044502,0.564661,250
3488,printf,10000,2000,2,2.731647,2.251564,250
3489,extrae,10000,250,10,1.084500,0.612050,16000
349,tikki,10000,500,16,0.892449,0.414442,4000
3490,tikki,10000,2000,3,2.221810,1.742724,250
3491,extrae,10000,2000,12,1.094952,0.627590,250
3492,scorep,10000,1000,7,1.196860,0.727438,1000
3493,empty,10000,250,10,1.014472,0.535098,16000
3494,extrae,10000,500,5,1.418504,0.947169,4000
3495,scorep,10000,500,8,1.109450,0.629137,4000
3496,extrae,10000,1000,13,0.964607,0.495134,1000
3497,scorep,10000,1000,13,0.919701,0.449977,1000
3498,oot,10000,500,10,1.011439,0.532951,4000
3499,scorep,10000,2000,17,1.025041,0.554065,250
35,printf,10000,2000,19,1.033649,0.555352,250
350,extrae,10000,500,1,5.636981,5.160578,4000
3500,printf,10000,250,12,0.936316,0.456882,16000
3501,scorep,10000,500,20,0.834841,0.362768,4000
3502,tikki,10000,250,14,0.926834,0.447451,16000
3503,empty,10000,1000,10,1.031495,0.552965,1000
3504,printf,10000,250,10,1.016103,0.545323,16000
3505,tikki,10000,500,6,1.307541,0.830709,4000
3506,tikki,10000,2000,8,1.235084,0.756675,250
3507,void,10000,500,3,1.984922,1.504756,4000
3508,scorep,10000,2000,7,1.257344,0.785528,250
3509,printf,10000,250,5,1.431572,0.952509,16000
351,oot,10000,500,15,0.865324,0.386598,4000
3510,void,10000,250,12,0.934932,0.456634,16000
3511,void,10000,2000,9,1.170949,0.691428,250
3512,tikki,10000,500,7,1.220999,0.740957,4000
3513,printf,10000,2000,12,1.072392,0.591599,250
3514,empty,10000,2000,9,1.170497,0.692791,250
3515,empty,10000,500,16,0.849846,0.374548,4000
3516,extrae,10000,2000,20,1.105838,0.635866,250
3517,empty,10000,2000,13,1.033323,0.555677,250
3518,oot,10000,250,10,1.017543,0.537968,16000
3519,extrae,10000,1000,20,0.938033,0.467145,1000
352,tikki,10000,1000,2,2.910872,2.430125,1000
3520,void,10000,1000,8,1.126402,0.648620,1000
3521,oot,10000,500,14,0.884373,0.404494,4000
3522,void,10000,2000,4,1.631641,1.153066,250
3523,tikki,10000,1000,15,0.905133,0.438909,1000
3524,printf,10000,500,15,0.865092,0.385534,4000
3525,oot,10000,250,17,0.831802,0.352685,16000
3526,scorep,10000,500,17,0.835263,0.366946,4000
3527,void,10000,1000,20,0.861426,0.381934,1000
3528,tikki,10000,250,20,0.869257,0.389758,16000
3529,scorep,10000,1000,15,0.873381,0.404181,1000
353,tikki,10000,250,14,0.930093,0.449851,16000
3530,scorep,10000,2000,5,1.458997,0.989742,250
3531,oot,10000,2000,4,1.637602,1.160948,250
3532,scorep,10000,250,5,1.434161,0.965559,16000
3533,void,10000,500,5,1.398306,0.921521,4000
3534,void,10000,2000,5,1.474618,0.994246,250
3535,empty,10000,1000,9,1.084006,0.604522,1000
3536,tikki,10000,1000,1,6.016985,5.538508,1000
3537,oot,10000,250,18,0.835900,0.355780,16000
3538,oot,10000,500,20,0.843634,0.365663,4000
3539,extrae,10000,500,18,0.914465,0.441304,4000
354,empty,10000,1000,8,1.134272,0.654820,1000
3540,oot,10000,500,12,0.938226,0.462590,4000
3541,void,10000,1000,19,0.861102,0.383675,1000
3542,empty,10000,1000,11,0.988325,0.509761,1000
3543,void,10000,2000,13,1.036730,0.556303,250
3544,tikki,10000,500,2,2.881064,2.401409,4000
3545,tikki,10000,500,14,0.917750,0.438461,4000
3546,extrae,10000,500,7,1.208005,0.736472,4000
3547,void,10000,1000,10,1.033770,0.554216,1000
3548,oot,10000,2000,14,1.030799,0.553575,250
3549,tikki,10000,250,10,1.053735,0.576494,16000
355,scorep,10000,2000,9,1.167107,0.686819,250
3550,printf,10000,2000,9,1.153639,0.676696,250
3551,oot,10000,500,13,0.901469,0.425506,4000
3552,void,10000,250,19,0.829548,0.350787,16000
3553,tikki,10000,250,3,2.132759,1.652683,16000
3554,void,10000,250,6,1.293082,0.813085,16000
3555,void,10000,250,10,1.012542,0.533087,16000
3556,printf,10000,500,1,5.609628,5.129330,4000
3557,extrae,10000,500,20,0.921915,0.451701,4000
3558,printf,10000,500,6,1.274385,0.797763,4000
3559,empty,10000,250,13,0.900581,0.420710,16000
356,scorep,10000,1000,12,0.948140,0.472455,1000
3560,empty,10000,2000,20,1.032034,0.554932,250
3561,tikki,10000,2000,1,6.063837,5.583712,250
3562,oot,10000,2000,3,2.020420,1.550270,250
3563,tikki,10000,1000,18,0.913748,0.433254,1000
3564,extrae,10000,1000,16,0.927456,0.458454,1000
3565,empty,10000,500,11,0.967084,0.487151,4000
3566,scorep,10000,500,14,0.875616,0.403817,4000
3567,scorep,10000,500,3,1.973531,1.496372,4000
3568,empty,10000,2000,10,1.120886,0.642920,250
3569,extrae,10000,250,19,0.906333,0.435803,16000
357,empty,10000,2000,9,1.154599,0.675516,250
3570,scorep,10000,250,18,0.821874,0.353270,16000
3571,void,10000,250,18,0.833393,0.355240,16000
3572,printf,10000,2000,1,5.659847,5.181584,250
3573,tikki,10000,250,5,1.465040,0.986732,16000
3574,extrae,10000,500,3,2.032860,1.558641,4000
3575,oot,10000,1000,2,2.804569,2.326933,1000
3576,scorep,10000,1000,5,1.415937,0.940212,1000
3577,printf,10000,2000,20,1.027857,0.551234,250
3578,tikki,10000,250,2,3.050809,2.570708,16000
3579,printf,10000,250,9,1.063734,0.585361,16000
