run,type,problemsize,subproblemsize,threads,apptime,comptime,tasks
2215,scorep,10000,2000,23,1.260672,0.709775,250
2216,oot,10000,2000,7,1.321167,0.775515,250
2217,oot,10000,250,23,1.114831,0.568917,16000
2218,printf,10000,1000,12,1.120645,0.575135,1000
2219,empty,10000,500,23,1.110831,0.562279,4000
222,void,10000,250,22,1.115846,0.568154,16000
2220,scorep,10000,500,18,1.112424,0.563471,4000
2221,scorep,10000,1000,24,1.142512,0.586144,1000
2222,extrae,10000,500,23,1.187194,0.638581,4000
2223,tikki,10000,500,14,1.157021,0.607250,4000
2224,tikki,10000,1000,15,1.163182,0.615746,1000
2225,extrae,10000,1000,16,1.168177,0.622665,1000
2226,scorep,10000,500,19,1.110087,0.562873,4000
2227,void,10000,250,18,1.119730,0.566821,16000
2228,void,10000,250,2,2.844665,2.297937,16000
2229,void,10000,2000,14,1.210657,0.655138,250
223,printf,10000,500,9,1.135838,0.589345,4000
2230,tikki,10000,250,19,1.159985,0.614468,16000
2231,oot,10000,250,5,1.490438,0.944674,16000
2232,scorep,10000,1000,4,1.673735,1.124399,1000
2233,tikki,10000,250,20,1.155185,0.611310,16000
2234,oot,10000,500,14,1.116777,0.567660,4000
2235,printf,10000,500,8,1.191786,0.641100,4000
2236,extrae,10000,2000,4,1.698102,1.146284,250
2237,tikki,10000,1000,4,1.729302,1.184654,1000
2238,empty,10000,1000,11,1.114299,0.563068,1000
2239,printf,10000,1000,14,1.112477,0.569951,1000
224,scorep,10000,500,24,1.118538,0.566225,4000
2240,oot,10000,2000,4,1.697074,1.154846,250
2241,void,10000,1000,17,1.123648,0.576170,1000
2242,void,10000,500,7,1.261138,0.713056,4000
2243,tikki,10000,2000,4,1.748976,1.199982,250
2244,empty,10000,1000,1,4.874958,4.331755,1000
2245,empty,10000,2000,12,1.184979,0.644094,250
2246,void,10000,1000,16,1.123905,0.578438,1000
2247,scorep,10000,500,7,1.263504,0.713988,4000
2248,empty,10000,250,13,1.105417,0.555341,16000
2249,void,10000,250,21,1.110972,0.562848,16000
225,scorep,10000,500,17,1.117353,0.565249,4000
2250,scorep,10000,250,3,2.111504,1.563858,16000
